"","State","PHA.Code","PHA.Name","OBJECTID","FORMAL_PARTICIPANT_NAME","HA_PHN_NUM","HA_FAX_NUM","HA_EMAIL_ADDR_TEXT","EXEC_DIR_PHONE","EXEC_DIR_FAX","EXEC_DIR_EMAIL"
"147","OH","OH007","Akron Metropolitan Housing Authority",2382,"Akron Metropolitan Housing Authority",3307629631,3303766821,"dbarry@akronhousing.org",3303769824,3303766821,"DBarry@AkronHousing.Org"
"148","NE","NE002","Lincoln Housing Authority",3609,"Lincoln Housing Authority",4024345500,4024345502,"info@L-housing.com",4024345540,4024345502,"chris@l-housing.com"
"149","ME","ME901","Maine State Housing Authority",362,"Maine State Housing Authority",2076264600,2076264678,"directorsoffice2@mainehousing.org",2076264611,NA,"dbrennan@mainehousing.org"
"150","MI","MI001","Detroit Housing Commission",1915,"Detroit Housing Commission",3138778000,3138778805,"HenriquezS@dhcmi.org",3138778867,3138778769,"HenriquezS@dhcmi.org"
"151","UT","UT004","Housing Authority of Salt Lake City",1504,"Housing Authority of Salt Lake City",8014872161,8014873641,"",8014280560,8014873641,"dnackerman@haslcutah.org"
"152","VT","VT901","Vermont State Housing Authority",244,"Vermont State Housing Authority",8028283295,8028283248,"kathleen@vsha.org",8028283028,NA,"kathleen@vsha.org"
"153","AL","AL006","Housing Authority of the City of Montgomery",2023,"Housing Authority of the City of Montgomery",3342067255,3342067222,"dduncan@mhatoday.org",3342067255,3342067200,"dduncan@mhatoday.org"
"154","OR","OR034","Central Oregon Regional Housing Authority",1421,"Central Oregon Regional Housing Authority",5419231018,5419236441,"dbrandt@housing-works.org",5413237405,5419236441,"dbrandt@housing-works.org"
"155","AR","AR004","Housing Authority of the City of Little Rock",3519,"Housing Authority of the City of Little Rock",5013404821,5013404845,"rforte@mhapha.org",5013404843,5013404845,"njarmon@mhapha.org"
"156","NJ","NJ009","Housing Authority City of Jersey City",408,"Housing Authority City of Jersey City",2017064638,5512567740,"vbrady-phillips@jcha.us",2017064601,NA,"vbrady-phillips@jcha.us"
"157","VA","VA007","Richmond Redevelopment & Housing Authority",1148,"Richmond Redevelopment & Housing Authority",8047804200,8046490659,"info@rrha.com",8047804200,8047803491,"stacey.fayson@rrha.com"
"158","AL","AL001","Housing Authority of the Birmingham District",1730,"Housing Authority of the Birmingham District",2055210773,2055217787,"Mlundy@habd.net",2055210605,2055217057,"dnorthern@habd.net"
"159","CA","CA082","Housing Authority of the City of Inglewood",2845,"Housing Authority of the City of Inglewood",3104125221,3104125188,"rchavez@cityofinglewood.org",3104125301,NA,"afields@cityofinglewood.org"
"160","IL","IL101","DuPage Housing Authority",3731,"DuPage  Housing Authority",6306903555,6306900702,"kcoles@dupagehousing.org",6306903555,6306900702,"kcoles@dupagehousing.org"
"161","AZ","AZ009","Housing Authority of Maricopa County",3073,"Housing Authority of Maricopa County",6027444500,6027444545,"g.munoz@maricopahousing.org",6027444500,6022539268,"g.munoz@maricopahousing.org"
"162","CA","CA093","Housing Authority of the City of Santa Ana",1463,"Housing Authority of the City of Santa Ana",7146672200,7145475411,"JBrown@santa-ana.org",7146672241,7146476549,"jbrown@santa-ana.org"
"163","CA","CA076","Housing Authority of the City of Santa Barbara",3110,"Housing Authority of the City of Santa Barbara",8059651071,8055647041,"rfredericks@hacsb.org",8058971051,8055647041,"rfredericks@hacsb.org"
"164","OR","OR022","Housing Authority of Washington County",1360,"Housing Authority of Washington County",5038464794,5038464795,"washco_housing@co.washington.or.us",5038464761,5038464795,"Komi_Kalevor@co.washington.or.us"
"165","TX","TX433","Arlington Housing Authority",2614,"Arlington Housing Authority",8172753351,8179621200,"Sheryl.Kenny@arlingtonhousing.us",8172766790,NA,"mindy.cochran@arlingtonhousing.us"
"166","FL","FL017","HOUSING AUTHORITY OF THE CITY OF MIAMI BEACH",2687,"HOUSING AUTHORITY OF THE CITY OF MIAMI BEACH",3055326401,3056748001,"mdelcampillo@mbha.org",3055326401,3056748001,"mdelcampillo@hacmb.org"
"167","GQ","GQ901","Guam Housing & Urban Renewal Authority",1897,"Guam Housing & Urban Renewal Authority",6714779851,6713007565,"juls@ghura.org",6714751378,6713007565,"rstopasna@ghura.org"
"168","FL","FL047","Housing Authority of the City of Fort Myers",746,"Housing Authority of the City of Fort Myers",2393443220,2393326695,"info@hacfm.org",2393443221,2393326695,"marcia@hacfm.org"
"169","FL","FL020","HOUSING AUTHORITY OF BREVARD COUNTY",693,"HOUSING AUTHORITY OF BREVARD COUNTY",3217751575,3217751549,"mwilcox@habc.us",3217751578,3217751551,"mbean@habc.us"
"170","FL","FL080","PALM BEACH COUNTY HOUSING AUTHORITY",2535,"PALM BEACH COUNTY HOUSING AUTHORITY",5616842160,5616840183,"cjones-gilbert@pbchafl.org",5616842160,NA,"cjones-gilbert@pbchafl.org"
"171","TX","TX011","Housing Authority of the City of Laredo",3062,"Housing Authority of the City of Laredo",9567224521,9567226561,"mary@larha.org",9567224521,NA,"mary@larha.org"
"172","TX","TX431","Tarrant County Housing Assistance Office",2075,"Tarrant County Housing Assistance Office",8175317654,8175317658,"WPollard@TarrantCounty.com",8175317680,NA,"WPollard@TarrantCounty.com"
"173","MS","MS040","Mississippi Regional Housing Authority No. VIII",1920,"Mississippi Regional Housing Authority No. VIII",2288312992,2288315575,"Karen.Prieur@mrha8.org",2282481030,2288312099,"Karen.Prieur@mrha8.org"
"174","SC","SC002","HOUSING AUTHORITY OF THE CITY OF COLUMBIA",1097,"HOUSING AUTHORITY OF THE CITY OF COLUMBIA",8032543886,8033766114,"imathews@columbiahousingsc.org",8032543886,8033766114,"imathews@columbiahousingsc.org"
"175","CA","CA084","MENDOCINO COUNTY",3021,"MENDOCINO COUNTY",7074635462,7074634188,"crabtret@cdchousing.org",7074635462,7074634188,"CrabtreT@cdchousing.org"
"176","FL","FL002","HOUSING AUTHORITY OF THE CITY OF ST. PETERSBURG",655,"HOUSING AUTHORITY OF THE CITY OF ST. PETERSBURG",7273233171,7272096988,"mlundy@stpeteha.org",7273233171,7272096988,"mlundy@stpeteha.org"
"177","PA","PA046","Housing Authority of the County of Chester",925,"Housing Authority of the County of Chester",6104369200,6104369203,"dgravett@haccnet.org",6104369200,6104369203,"dgravett@haccnet.org"
"178","CA","CA123","Housing Authority of the City of Pomona",2885,"Housing Authority of the City of Pomona",9096202311,9096204567,"George_Montano@ci.pomona.ca.us",9096202368,9096204567,"George_Montano@ci.pomona.ca.us"
"179","FL","FL141","Collier County Housing Authority",750,"Collier County Housing Authority",2396573649,2396577232,"ohentschel@cchafl.org",2396573649,2396577232,"ohentschel@cchafl.org"
"180","HI","HI004","County of Maui",2824,"County of  Maui",8082707751,8082707829,"section8@co.maui.hi.us",8082707354,NA,"Gail.Rumbaoa@co.maui.hi.us"
"181","IA","IA131","Central Iowa Regional Housing Authority",3177,"Central Iowa Regional Housing Authority",5159861882,5159861883,"mconner@cirhahome.org",5159861882,5159861883,"mconner@cirhahome.org"
"182","KY","KY004","Housing Authority of Lexington",914,"Housing Authority of Lexington",8592815060,8592815055,"simmsa@lexha.org",8592212098,8592815083,"simmsa@lexha.org"
"183","WA","WA042","HA City of Yakima",2607,"HA City of Yakima",5094533106,5094947080,"Lowel.Krueger@yakimahousing.org",5094533106,5094947080,"Lowel.Krueger@yakimahousing.org"
"184","CO","CO052","Aurora Housing Authority",1501,"Aurora Housing Authority",7202512100,3033401972,"info@aurorahousing.org",7202512077,3033417708,"cmaraschky@aurorahousing.org"
"185","FL","FL010","HOUSING AUTHORITY OF THE CITY OF FORT LAUDERDALE",2688,"HOUSING AUTHORITY OF THE CITY OF FORT LAUDERDALE",9545256444,9547644604,"tenglish@hacfl.com",9545256444,9547644604,"tenglish@hacfl.com"
"186","MA","MA012","Worcester Housing Authority",169,"Worcester Housing Authority",5086353000,5086353186,"corrales@worcesterha.org",5086353106,5086353186,"corrales@worcesterha.org"
"187","PA","PA051","Bucks County Housing Authority",904,"Bucks County Housing Authority",2153489469,2153487140,"bcha@bucksha.net",2153489469,2153487140,"bcha@bucksha.net"
"188","AZ","AZ003","City of Glendale Housing Authority",3072,"City of Glendale Housing Authority",6239303701,6239301064,"dparedez@glendaleaz.com",6239303701,NA,"dparedez@glendaleaz.com"
"189","NM","NM057","Bernalillo County Housing Department",1469,"Bernalillo County Housing Department",5053140200,5054629737,"bmvaldez@bernco.gov",5053140200,5054629737,"bmvaldez@bernco.gov"
"190","NY","NY091","Town of Amherst",587,"Town of Amherst",7168847791,7168848026,"mriegel@belmonthousingwny.org",7168847791,7168848026,"mriegel@belmonthousingwny.org"
"191","NY","NY409","City of Buffalo",741,"City of Buffalo",7168820063,7168863790,"jmc@racbny.org",7168820063,7168829512,"jmc@racbny.org"
"192","WA","WA039","Housing Authority of Snohomish County",1986,"Housing Authority of Snohomish County",4252908499,4252905618,"dleonard@hasco.org",4252908499,NA,"dleonard@hasco.org"
"193","CA","CA151","County of El Dorado Housing Authority",3100,"County of El Dorado Housing Authority",5306216300,5306638472,"edcha@rdcgov.us",5306216270,NA,"EDCHA@edcgov.us"
"194","IA","IA022","City of Iowa City Housing Authority",3638,"City of Iowa City Housing Authority",3193565400,3193565459,"icha@Iowa-City.org",3193565400,3193565459,"Steven-Rackis@Iowa-City.org"
"195","TX","TX007","Housing Authority of the City of Brownsville",1821,"Housing Authority of the City of Brownsville",9565418315,9565417860,"info@hacb.us",9565418315,NA,"cmancha@hacb.us"
"196","WI","WI003","Madison Community Development Authority",2838,"Madison Community Development Authority",6082664675,6082649291,"tconrad@cityofmadison.com",6082671992,6082649291,"mwachter@cityofmadison.com"
"197","CA","CA023","County of Merced Housing Authority",2401,"County of Merced Housing Authority",2093864139,2097220106,"rosav@merced-pha.com",2093864108,2097220106,"rosav@merced-pha.com"
"198","NC","NC013","The Housing Authority of the City of Durham",1046,"The Housing Authority of the City of Durham",9196831551,9196831237,"ascott@dha-nc.org",9196831551,NA,"ascott@dha-nc.org"
"199","NM","NM001","City of Albuquerque Housing Authority",1556,"City of Albuquerque Housing Authority",5057643920,5057643981,"lbridge@abqha.org",5057643999,5057643981,"lbridge@abqha.org"
"200","OR","OR015","Housing Authority of Jackson County",1698,"Housing Authority of Jackson County",5417795785,5418571118,"jason@hajc.net",5416228435,5418571118,"Jason@hajc.net"
"201","WA","WA049","HA Of Thurston County",2665,"HA Of Thurston County",3607538292,3605860038,"CraigC@hatc.org",3609185827,3605860038,"craigc@hatc.org"
"202","CA","CA044","Housing Authority of the County of Yolo",2604,"Housing Authority of the County of Yolo",5306625428,5306625429,"jholt@ych.ca.gov",5306625428,5306625429,"ssigrist@ych.ca.gov"
"203","CA","CA126","Hawthorne Housing",3037,"Hawthorne Housing",3103491600,3109789864,"kmack@cityofhawthorne.org",3103491600,3109789864,"kmack@cityofhawthorne.org"
"204","CA","CA105","Housing Authority of the City of Burbank",3070,"Housing Authority of the City of Burbank",8182385160,8182385159,"mleyland@burbankca.gov",8182385800,NA,"mleyland@burbankca.gov"
"205","FL","FL073","Tallahassee Housing Authority",794,"Tallahassee Housing Authority",8503856126,8503865534,"brenda@tallha.org",8502051674,8503865534,"brenda@tallha.org"
"206","FL","FL093","Orange County Housing & Community Development",672,"Orange County Housing & Community Development",4078365150,4078365188,"Mitchell.Glasser@ocfl.net",4078365190,4078365193,"Mitchell.Glasser@ocfl.net"
"207","WV","WV001","Charleston/Kanawha Housing Authority",1105,"Charleston/Kanawha Housing Authority",3043486451,3043486455,"mtaylor@ckha.com",3043486451,3043486455,"mtaylor@ckha.com"
"208","IL","IL024","Housing Authority of Joliet",3134,"Housing Authority of Joliet",8157270611,8157272073,"msimelton@hajoliet.org",8157270611,8157272073,"msimelton@hajoliet.org"
"209","CA","CA106","HOUSING AUTHORITY OF THE CITY OF REDDING",2544,"HOUSING AUTHORITY OF THE CITY OF REDDING",5302254048,5302254126,"RHAExecutiveDirector@cityofredding.org",5302457129,5302254126,"RHAEXECUTIVEDIRECTOR@CITYOFREDDING.ORG"
"210","LA","LA003","Housing Authority of East Baton Rouge",2480,"Housing Authority of East Baton Rouge",2259238100,2259238109,"mbayham@ebrpha.org",2259238100,2259238109,"jdaniels@ebrpha.org"
"211","CA","CA092","Housing Authority of the County of Ventura",3069,"Housing Authority of the County of Ventura",8054809991,8054801021,"info@ahacv.org",8054809991,8054801021,"execdirector@ahacv.org"
"212","MO","MO203","ST. FRANCOIS COUNTY PUBLIC HOUSING AGENCY",2189,"ST. FRANCOIS COUNTY PUBLIC HOUSING AGENCY",5734315391,5734312426,"rhull@eastmoaa.org",5734315191,NA,"kmccrorey@eastmoaa.org"
"213","TN","TN003","Knoxville's Community Development Corp.",641,"Knoxville's Community Development Corp.",8654031100,8654031117,"bbentley@kcdc.org",8654031100,NA,"bbentley@kcdc.org"
"214","TX","TX526","Brazos Valley Council of Governments",2510,"Brazos Valley Council of Governments",9795952801,9795952813,"harold.womble@bvcog.org",9795952800,9795952813,"michael.parks@bvcog.org"
"215","VA","VA006","Norfolk Redevelopment & Housing Authority",1150,"Norfolk Redevelopment & Housing Authority",7576231111,7576261607,"mcruse@nrha.us",7575334683,NA,"rjackson@nrha.us"
"216","WA","WA025","Housing Authority City of Bellingham",2870,"Housing Authority City of Bellingham",3606766887,3606767696,"",3605274602,3606767747,"brien.thane@bellinghamhousing.org"
"217","WI","WI218","Milwaukee Co DHHS - Housing Division",3149,"Milwaukee Co DHHS - Housing Division",4142896542,4142238196,"",4142785106,NA,"James.Mathy@milwaukeecountywi.gov"
"218","KS","KS162","Johnson County Housing Authority",3674,"Johnson County Housing Authority",9137156601,9137156630,"David.Ward@jocogov.org",9137156601,9137156631,"david.ward@jocogov.org"
"219","MD","MD033","Baltimore County, MD",1063,"Baltimore County, MD",4108872766,4108878804,"mparham-green@baltimorecountymd.gov",4108876077,4108422660,"mparham-green@baltimorecountymd.gov"
"220","NM","NM063","Eastern Regional Housing Authority",1708,"Eastern Regional Housing Authority",5756220881,5756227507,"rha.irene@dfn.com",5756220881,NA,"rha.herbert@dfn.com"
"221","WA","WA054","HA Of Pierce County",2641,"HA Of Pierce County",2536205406,2536205455,"jstretz@pchawa.org",2536205406,NA,"jstretz@pchawa.org"
"222","GA","GA001","Housing Authority of the City of Augusta",1998,"Housing Authority of the City of Augusta",7063123158,7067243935,"joglesby@augustapha.org",7067245466,7062881658,"joglesby@augustapha.org"
"223","OH","OH018","STARK METROPOLITAN HOUSING AUTHORITY",2180,"STARK METROPOLITAN HOUSING AUTHORITY",3304548051,3304548065,"info@starkmha.org",3304548051,3304548065,"hhill@starkmha.org"
"224","FL","FL011","HOUSING AUTHORITY OF THE CITY OF LAKELAND",661,"HOUSING AUTHORITY OF THE CITY OF LAKELAND",8636872911,8634132976,"bstevenson@lakelandhousing.org",8636872911,8634132976,"bstevenson@lakelandhousing.org"
"225","MO","MO058","Springfield Housing Authority",2655,"Springfield Housing Authority",4178664329,4178624263,"kwolfram@hasproperties.org",4178615539,4178624263,"kwolfram@hasproperties.org"
"226","NJ","NJ021","Paterson Housing Authority",366,"Paterson Housing Authority",9733455650,9739779085,"igorham@patersonha.org",9733455650,9739779085,"igorham@patersonha.org"
"227","OH","OH015","BUTLER METROPOLITAN HOUSING AUTHORITY",2334,"BUTLER METROPOLITAN HOUSING AUTHORITY",5138964411,5138969381,"bmha@butlermetro.org",5138685250,5138969381,"bjones@butlermetro.org"
"228","FL","FL008","SARASOTA HOUSING AUTHORITY",770,"SARASOTA HOUSING AUTHORITY",9413616210,9413664661,"wrussell@sarasotahousing.org",9413616210,9413664661,"wrussell@sarasotahousing.org"
"229","SC","SC057","HOUSING AUTHORITY OF N CHARLESTON",1260,"HOUSING AUTHORITY OF N CHARLESTON",8437471793,8437443466,"jerling@nchashousingauthority.com",8432665914,8435291167,"jerling@nchashousingauthority.com"
"230","GA","GA228","Housing Authority of the City of Jonesboro",1487,"Housing Authority of the City of Jonesboro",7704787282,7704714997,"",7704787282,7704714997,"pwright@jonesborohousing.com"
"231","IL","IL056","Housing Authority of the County of Lake, IL.",3740,"Housing Authority of the County of Lake, IL.",8472231170,8472231174,"lhocker@lakecountyha.org",8472231170,NA,"lhocker@lakecountyha.org"
"232","NJ","NJ067","Housing Authority of Bergen County",367,"Housing Authority of Bergen County",2013367600,2013367660,"info@habcnj.org",2013367600,NA,"bartlett@habcnj.org"
"233","OR","OR020","Coos-Curry Housing Authority",1696,"Coos-Curry Housing Authority",5417564111,5417561987,"reception@ccnbchas.org",5417512042,5417561987,"mturner@ccnbchas.org"
"234","CA","CA062","CITY OF ALAMEDA HOUSING AUTHORITY",2711,"CITY OF ALAMEDA HOUSING AUTHORITY",5107474300,5105227848,"hainfo@alamedahsg.org",5107474325,5105227848,"hainfo@alamedahsg.org"
"235","OR","OR028","Northwest Oregon Housing Authority",1362,"Northwest Oregon Housing Authority",5038610119,5038610220,"director@nwoha.org",4439041234,NA,"director@nwoha.org"
"236","WY","WY004","Housing Authority of the City of Casper",1683,"Housing Authority of the City of Casper",3072661388,3072374869,"kswright@chaoffice.org",3072661388,3072374869,"kswright@chaoffice.org"
"237","AL","AL002","MOBILE HOUSING BOARD",662,"MOBILE HOUSING BOARD",2514342212,2512878243,"mpierce@mobilehousing.org",2514342201,NA,"mpierce@mobilehousing.org"
"238","AR","AR181","Fayetteville Housing Authority",3581,"Fayetteville Housing Authority",4795213850,4794426771,"john@fayettevilleha.org",4795213850,4794426771,"john@fayettevilleha.org"
"239","MS","MS006","Tennessee Valley Regional Housing Authority",1754,"Tennessee Valley Regional Housing Authority",6622868437,6622871996,"jspencer@tvrha.com",6622868434,6622871996,"jspencer@tvrha.com"
"240","PA","PA022","Housing Authority of the City of York",1266,"Housing Authority of the City of York",7178452601,7178459251,"rmitchell@yorkhousing.org",7178452601,NA,"rmitchell@yorkhousing.org"
"241","WA","WA006","HA City of Everett",1985,"HA City of Everett",4253391001,4253031122,"rickd@evha.org",4253031100,4253031122,"ashleyflj@evha.org"
"242","NJ","NJ013","Housing Authority of the City of Passaic",397,"Housing Authority of the City of Passaic",9733656330,9733650017,"pmitchell@passaichousing.org",9733656750,9733650017,"pmitchell@passaichousing.org"
"243","SC","SC004","THE GREENVILLE HOUSING AUTHORITY",1099,"THE GREENVILLE HOUSING AUTHORITY",8644674250,8644673088,"shawnw@tgha.net",8034674250,8644673088,"shawnw@tgha.net"
"244","TX","TX028","McAllen Housing Authority",1862,"McAllen Housing Authority",9566863951,9566863112,"apadilla@mcaha.org",9566863951,9566273317,"rramirez@mcaha.org"
"245","WA","WA011","HA City of Renton",1512,"HA City of Renton",4252261850,4252718319,"mrg@rentonhousing.org",4252261850,4252718319,"mrg@rentonhousing.org"
"246","CA","CA071","City of Compton Housing Authority",3079,"City of Compton Housing Authority",3106053080,3106053096,"mantwine@comptoncity.org",3106055585,3106053096,"mantwine@comptoncity.org"
"247","GA","GA002","Housing Authority of Savannah",1496,"Housing Authority of Savannah",9122355800,9122332553,"info@savannahpha.com",9122355800,9122332553,"davis@savannahpha.com"
"248","NY","NY001","Syracuse Housing Authority",777,"Syracuse Housing Authority",3154756181,3154704203,"wsimmons@syrhousing.org",3154756181,3154704203,"wsimmons@syrhousing.org"
"249","OK","OK073","Housing Authority of the City of Tulsa",2500,"Housing Authority of the City of Tulsa",9185820021,9185820645,"OK073@TulsaHousing.Org",9185815722,NA,"Aaron.Darden@tulsahousing.org"
"250","VA","VA046","Prince William County Office of HCD",717,"Prince William County Office of HCD",7037927530,7037924978,"blake@pwcgov.org",NA,NA,""
"251","FL","FL201","OSCEOLA COUNTY HOUSING AGENCY",886,"OSCEOLA COUNTY HOUSING AGENCY",4077428400,4077428432,"dran@osceola.org",4077428418,4077428432,"dran@osceola.org"
"252","IL","IL092","Housing Authority of Elgin",3717,"Housing Authority of Elgin",8477423853,8477421496,"marmstrong@haelgin.org",8477423853,NA,"marmstrong@haelgin.org"
"253","OR","OR016","Housing Authority of Yamhill County",1361,"Housing Authority of Yamhill County",5038834300,5034724376,"vybarguen@hayc.org",5038834318,5034724376,"vybarguen@hayc.org"
"254","CA","CA058","BERKELEY HOUSING AUTHORITY",2601,"BERKELEY HOUSING AUTHORITY",5109815470,5109815480,"rgonzales-levine@cityofberkeley.info",5109815485,5107040581,"rgonzales-levine@cityofberkeley.info"
"255","FL","FL032","Ocala Housing Authority",799,"Ocala Housing Authority",3523692636,3523692643,"gdawson@ocalahousing.org",3526203374,3523692643,"gdawson@ocalahousing.org"
"256","FL","FL068","HOUSING AUTHORITY OF THE CITY OF HOMESTEAD",934,"HOUSING AUTHORITY OF THE CITY OF HOMESTEAD",3052470639,3052483347,"swhite@hhahousing.org",3052470639,NA,"swhite@hhahousing.org"
"257","MO","MO007","Housing Authority of the City of Columbia, MO",3634,"Housing Authority of the City of Columbia, MO",5734432556,5734430051,"rcole@columbiaha.com",5734432556,5734430051,"rcole@columbiaha.com"
"258","RQ","RQ006","MUNICIPALITY OF SAN JUAN",113,"MUNICIPALITY OF SAN JUAN",7874805500,7877257715,"",7874805648,7877257715,"josehernandez@sanjuan.pr"
"259","AZ","AZ031","Tempe Housing Authority",3838,"Tempe Housing Authority",4803505428,4803508902,"naomi_farrell@tempe.gov",4803505428,4803508902,"naomi_farrell@tempe.gov"
"260","CA","CA128","CITY OF ROSEVILLE",3101,"CITY OF ROSEVILLE",9167745270,9167461295,"CA128@roseville.ca.us",9167461239,NA,"CA128@roseville.ca.us"
"261","CT","CT051","City of Hartford Housing Authority",342,"City of Hartford Housing Authority",8607579021,8607226630,"MATHB001@hartford.gov",8607579031,8607226630,"MATHB001@hartford.gov"
"262","LA","LA013","Housing Authority of Jefferson Parish",3652,"Housing Authority of Jefferson Parish",5043474381,5043479692,"trouzan@hajp.org",5043474381,NA,"trouzan@hajp.org"
"263","MN","MN147","DAKOTA COUNTY CDA",3172,"DAKOTA COUNTY CDA",6516754400,6516754444,"comments@dakotacda.org",6516754400,NA,"tschertler@dakotacda.org"
"264","OR","OR017","Klamath Housing Authority",1788,"Klamath Housing Authority",5418840649,5418831568,"kha@klamathhousing.org",5418840649,5418831568,"diana@klamathhousing.org"
"265","OR","OR031","Josephine Housing Community Development Council",1769,"Josephine Housing Community Development Council",5414795529,5414766120,"teresa@jhcdc.net",5414795529,5414766120,"teresa@jhcdc.net"
"266","AL","AL086","Jefferson County Housing Authority",1993,"Jefferson County Housing Authority",2058490123,2058490137,"KVaughan@JCHA.com",2058490123,2058490137,"KVaughan@JCHA.com"
"267","MN","MN003","HRA of DULUTH, MINNESOTA",2594,"HRA of DULUTH, MINNESOTA",2185296300,2185296344,"info@duluthhousing.com",2185296341,2185296304,"jkeppers@duluthhousing.com"
"268","IL","IL090","Aurora Housing Authority ofthe City of Aurora",3503,"Aurora Housing Authority ofthe City of Aurora",6307019977,6307019974,"rjordan@auroraha.org",6307019977,6307019974,"rjordan@auroraha.org"
"269","IL","IL030","St. Clair County Housing Authority",2141,"St. Clair County Housing Authority",6182776988,6182771806,"larrym@sccha.org",6182776960,6182771806,"larrym@sccha.org"
"270","MN","MN038","HRA of ST. CLOUD, MINNESOTA",3135,"HRA of ST. CLOUD, MINNESOTA",3202520880,3202520889,"",3202520880,3202520889,"lreis@stcloudhra.com"
"271","VA","VA004","Alexandria Redevelopment & Housing Authority",781,"Alexandria Redevelopment & Housing Authority",7035497115,7035498709,"kpettigrew@arha.us",7035497115,NA,"kpettigrew@arha.us"
"272","ID","ID016","Southwestern Idaho Cooperative Housing Authority",1456,"Southwestern Idaho Cooperative Housing Authority",2085859325,2085859326,"dwpatten@sicha.org",2085859325,2085859326,"dwpatten@sicha.org"
"273","MO","MO216","Dallas County Public Housing Agency-OACAC",2654,"Dallas County Public Housing Agency-OACAC",4178643440,4178733360,"crosenkranz@oac.ac",4178624314,4178643499,"crosenkranz@oac.ac"
"274","NC","NC007","Housing Authority of the City of Asheville",1092,"Housing Authority of the City of Asheville",8282393505,8282542276,"dnash@haca.org",8282581222,8282542276,"dnash@haca.org"
"275","ND","ND014","Fargo Housing and Redevelopment Authority",3397,"Fargo Housing  and Redevelopment Authority",7012936262,7012936269,"jille@fargohousing.org",7014782551,7014782611,"jille@fargohousing.org"
"276","NV","NV905","NEVADA RURAL HSG AUTH",3008,"NEVADA RURAL HSG AUTH",7758871795,7758871798,"wbrewer@nvrural.org",7758871795,7758871838,"wbrewer@nvrural.org"
"277","AZ","AZ901","Arizona Department of Housing",2598,"Arizona Department of Housing",6027711000,6027711013,"greg.cooper@azhousing.gov",6027711000,6027711013,"greg.cooper@azhousing.gov"
"278","CA","CA031","Housing Authority of the City of Oxnard",1984,"Housing Authority of the City of Oxnard",8053858094,8053857969,"emilio.ramirez@oxnard.org",8053858094,8053857969,"emilio.ramirez@oxnard.org"
"279","CA","CA118","Housing Authority of the City of Norwalk",2850,"Housing Authority of the City of Norwalk",5629295653,5629295537,"nwatkins@norwalkca.gov",5629295653,5629295584,"nwatkins@norwalkca.gov"
"280","CO","CO058","Unison Housing Partners",1502,"Adams County Housing Authority",3032272075,3032272098,"plifari@maikerhp.org",3032272078,3032272098,"plifari@maikerhp.org"
"281","IN","IN003","Fort Wayne Housing Authority",1752,"Fort Wayne Housing Authority",2602679300,2602679305,"gguy@fwha.org",2602679300,NA,"gguy@fwha.org"
"282","MI","MI045","Plymouth Housing Commission",2242,"Plymouth Housing Commission",7344553670,7344552429,"rapson@plymouthhousing.net",7344553670,7344552429,"rapson@plymouthhousing.net"
"283","OH","OH012","Lorain Metropolitan Housing Authority",1950,"Lorain Metropolitan Housing Authority",4402881600,4402887361,"lmha1600@lmha.org",4402887440,4402887388,"jcarlin@lmha.org"
"284","PA","PA023","Housing Authority County of Delaware",923,"Housing Authority County of Delaware",6108762521,6104906246,"jem@dcha1.org",6108763334,6104903319,"leh@dcha1.org"
"285","CA","CA073","HOUSING AUTHORITY OF THE CITY OF NAPA",3104,"HOUSING AUTHORITY OF THE CITY OF NAPA",7072579543,7072579239,"lferrell@cityofnapa.org",7072579547,NA,"lferrell@cityofnapa.org"
"286","PA","PA009","Reading Housing Authority",1584,"Reading Housing Authority",6107754813,6107775965,"skeppen@readingha.org",6107754813,NA,"skeppen@readingha.org"
"287","TX","TX008","Corpus Christi Housing Authority",1861,"Corpus Christi Housing Authority",3618893300,3618893389,"gary.allsup@hacc.org",3618893300,3618893370,"gary.allsup@hacc.org"
"288","WI","WI214","Dane County Housing Authority",2872,"Dane County Housing Authority",6082243636,6082243632,"kknaak@dcha.net",6082243636,6082243632,"kknaak@dcha.net"
"289","AL","AL050","HA AUBURN",851,"HA AUBURN",3348212262,3348212264,"stolbert@auburnhousingauth.org",3348212262,3348212264,"stolbert@auburnhousingauth.org"
"290","IA","IA024","Cedar Rapids Housing Services",3639,"Cedar Rapids Housing Services",3192865872,3192865870,"S.Buck@cedar-rapids.org",3192865192,3192865870,"S.Buck@cedar-rapids.org"
"291","LA","LA002","HOUSING AUTHORITY OF SHREVEPORT",2547,"HOUSING AUTHORITY OF SHREVEPORT",3186983600,3182212579,"brcollins@hacsla.com",3186983646,NA,"brcollins@shvhousauth.com"
"292","NC","NC167","Northwestern Regional Housing Authority",1403,"Northwestern Regional Housing Authority",8282646683,8282640160,"",8282646683,8282640160,"efowler@nwrha.com"
"293","CA","CA132","City of Oceanside Community Development Comm",1333,"City of Oceanside Community Development Comm",7604353360,7607548918,"dmeester@oceansideca.org",7604353387,NA,"dmeester@oceansideca.org"
"294","CA","CA035","Housing Authority of the City of San Buenaventura",1983,"Housing Authority of the City of San Buenaventura",8056485008,8056437984,"dwise@hacityventura.org",8056485008,8056497984,"DWise@hacityventura.org"
